destination,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C“te d'Ivoire,Croatia,Cuba,Cura‡ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R‚union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Montserrat,,,,,,,,111,,,5,2,,,,,,12,,,1,,0,,,,,,13,,,,,,,36,,,,,,,,0,,,,,,,,,,0,,,,,,,,267,23,,1,,,,,,,,,,1,,,,,,3,2,,,,,3,,,,,232,9,,,,,12,,,,,,,,14,0,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,113,19,,28,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,42,,,,,,,,,101,,111,,,,,,,,,,,
Puerto Rico,3,,,,,,,,  1 368,,,9,10,,,,7,4,,,,,,,61,,,102,,,,,,,,128,,,,,,,  1 051,  1 350,,,  4 586,,,,551,,,  12 873,,,15,,,,,  1 276,  63 933,999,38,  1 326,,,,,,,,,154,,,,,,540,,,10,,,,,512,,,55,235,,174,13,,53,10,16,,10,,48,206,47,91,97,,,,,,,,20,,,,,,,,,,,,,,,,,,  3 140,4,,,5,,,,,,,,30,,6,251,,,,,,,12,,617,,,602,152,21,38,,,107,,,16,19,,,,,,,,,,,,10,,,,,,,,,,,  2 342,,,,,,,,17,,20,,,,,,186,,24,,,,,8,,186,,  185 674,466,,,,  2 146,69,,,,,
Saint Kitts and Nevis,,,,,,,175,198,,,,2,,,6,,7,67,,2,,,7,,2,,,90,99,,,,,2,,79,,20,,,,,,9,,,,,,,,,,22,47,1,,1,,,,172,481,,1,,,,,,,,,,5,,,,,,21,6,,2,,32,5,,,,,780,21,,1,,,46,5,1,,6,,1,6,177,,,,1,,,,,,2,,,,,1,,,,,,,2,,1,,1,,2,,,,,216,,,,,,,5,,,,,13,,,,,,,,,,,1,,2,81,,,,,,5,,,,70,,116,,,,2,,,,2,1,56,,,,,5,,1,,,,5,,,2,2,,1,,,,,,158,,,,2,,5,,1,294,2,  1 056,327,,,,9,2,,,,,
Saint Lucia,,,,,,,32,102,,,16,15,,,12,,,669,,,1,,6,,,,,11,4,,,,,,,221,,,4,,,,,43,,,,,,,,,,21,,,,,,,,198,42,,,,,,,4,,,,,64,262,,,,,64,21,,,,138,39,,4,,,  1 696,,,,,,102,,,,,,,15,161,23,,,,,,,,,9,,,,,,,,,,,,,,409,,,,9,,,,,28,,,,,,,18,,1,,,12,,,,,16,,25,,,,,,,15,,,,,,,,,39,,,375,,,,,,,,,,,,,,,9,,,,,,37,,,,25,,,,,,,,671,,,,,,,,,836,,570,18,,,,55,,,,,,1
Saint Vincent and the Grenadines,,,,,,,,70,,,,,,,,,,577,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 128,,,,,,,,,809,,628,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,367,513,4,,  1 234,,,,3,,,70,,,,,,,,,,,868,,,,,,,37,,158,,,,,,167,3,,200,,,,,,,795,  1 368,,,,,,,  1 435,  3 403,,,,,,,,,,,,85,2,,,,,,,,,,7,  1 968,,,,,  1 735,  2 635,,,,,801,57,,,,,,17,  2 269,15,,,,,,,,,308,,,,,,,,,,,,,,72,,,,7,,,,,,,,,,,,701,,4,,,,,,2,,,,,,,,,,2,25,,,,,,,,,  1 001,467,,67,,,,,,,,,,,,,,,,,3,,,,500,,,,,,,,,,,,200,,,,,,,,,50,,300,67,,,,40,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  7 109,,,,,,  5 287,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,  5 905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 033,,  3 768,,,,,  1 432,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,715,,,,,,,,,,,
United States Virgin Islands,,,,,,,  1 095,  5 162,,,564,,,,,,,415,,,,,,,,,,,  2 773,,,,,,,,,73,,,,,,,,,,,,,,,,,206,,,,,,,  6 197,  5 222,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,726,,,,,,,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,,,,,,,,,,,,,,,,,,,,,,,,,,  4 576,,,,,,,,,  7 988,  3 854,,584,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,  1 979,,,,,,,,,,,  16 829,,,,,,,,,,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,,,,,,,,  1 660,61,,,,,,,,,,,,,,,,,,,,,  7 486,,,,,,,,,,,,,,,58,,,,,,,,  19 996,,,,46,,  7 314,,,318,,,,,,,,421,,,,,,,,,,46,,,,,,,,,,,,,,,,,,  2 988,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,  3 474,,,,,,,,,,,
Costa Rica,4,4,11,,,3,,,  1 428,6,32,65,125,3,11,1,3,10,5,284,135,1,10,4,359,,,529,,,69,,,3,9,  1 369,,5,8,5,,108,  1 691,283,  3 194,1,  17 641,,8,,,3,23,  5 597,43,3,,36,3,62,,5,  1 068,  1 238,10,  10 366,,,3,1,,,1,22,849,11,,1,,11,  1 815,1,4,33,8,8,,5,  2 586,,,27,69,,  3 816,71,1,54,17,98,14,29,,166,  2 072,212,275,10,5,8,,,,4,1,87,,,10,4,9,14,3,,4,1,,,,4,,,,  3 014,,1,14,,4,4,4,11,,,8,571,,17,  293 263,,3,,,74,3,9,,  13 304,,80,  3 680,135,294,75,347,3,246,4,,97,582,1,,1,1,1,1,,,,13,1,25,,,8,11,22,,,1,56,1,  2 103,1,,,19,1,133,653,10,,6,,,,,,34,4,8,,,,9,152,,506,4,  12 321,6,305,1,,  1 343,1,,,,,1
El Salvador,,,1,,,5,,,207,4,,26,11,,,,6,38,,50,325,,,,51,,,232,1,,3,,,,,235,3,,,,,,220,248,8,,553,,,,840,,,123,,,1,,,6,,1,69,118,1,,,,,,,,,,205,1,,,,,218,3,,5,,,,,  8 521,,,,4,,  11 198,1,2,11,1,17,1,11,,41,270,10,52,8,,,,1,,,1,9,,,,,,,,,8,,,,,,,,1,  1 644,,,,,,1,1,2,,,,32,,3,  7 502,,,,,8,,2,,433,,11,224,18,5,12,59,,123,,,1,17,,,,,,,,,,2,,,,,2,,,,,1,4,,512,4,44,,,,34,57,,,2,,,,,,,,1,,,,1,3,,86,,  5 176,,72,1,,232,2,,,,,4
Guatemala,,,,,,,,,482,,,61,,,,,,1,,,796,,,,118,,,209,,,,,,,,345,,,,,,,262,571,,,  1 005,,,,  1 010,,,574,,,,,,,,,95,145,28,  16 691,,,,3,,,,,224,17,,,,,556,,,,346,,7,,,,,11,12,,  7 292,,,23,35,16,10,,,114,320,9,128,,,,,1,,,,22,,,,,,,,,6,,,,,1,,,,  15 250,,,,,,,,,,,,122,,,  7 443,,,,,,,23,,261,,51,397,58,,25,88,,  1 553,,,,,,,,,,,,,,28,,,,,8,,,,,,,,  1 148,,40,,,,41,134,68,,,,,,,,1,,22,,,,,,,194,,  7 514,,122,,,246,1,,,,,
Honduras,,,3,,,,,,136,,,6,13,,,,,1,,18,260,,,,105,,,169,,,,,,,,249,,,64,,,,221,425,,,618,,,,613,,,436,,,,45,,13,,,96,328,1,  6 303,,,,,,,,12,103,1,,,,,208,,,10,,,,,  3 280,,,1,31,,,,,13,,8,,,,64,186,19,99,29,,,,,,,,7,,,,,,,,,,,,,,,,,,  1 116,,,,,,3,,,,,,65,,2,  5 530,,,,,8,,,,284,,25,274,,3,7,92,,49,,,,18,,,,,,6,,,,,,,,,,,,,,,3,,374,,110,,1,,22,44,3,,,,,,,,3,1,6,,,,,,,73,,  4 851,,48,,,73,,,,,,
Mexico,11,11,98,9,5,51,0,2,  13 735,96,11,435,502,18,23,,49,5,15,849,  2 319,,6,,  1 994,15,,  4 545,,2,247,5,0,5,39,  7 965,2,1,4,0,0,,  5 282,  7 292,0,9,  13 961,0,13,,  2 489,25,52,  12 142,11,13,330,29,78,253,1,20,  1 608,  2 207,196,  8 111,1,1,15,15,0,0,2,147,  7 183,4,3,2,0,12,  6 232,8,1,250,1,13,1,1,  35 422,16,2,6,943,0,  11 022,370,16,865,153,274,47,271,,  1 175,  4 978,126,  3 012,41,10,65,,8,6,2,33,976,0,4,21,2,58,14,5,1,54,0,11,3,,6,7,4,,,,4,7,3,,234,9,,1,3,10,  1 073,,103,  3 582,,138,,1,177,1,144,1,  1 771,0,507,  5 903,500,851,441,  1 339,,  3 971,8,,398,  1 576,3,,2,6,,12,0,,0,106,32,58,0,0,47,3,103,51,,3,194,1,  18 928,17,28,1,10,1,416,  1 464,192,0,117,10,,4,,,27,20,271,1,,,7,330,12,  3 389,10,  740 182,,  2 378,13,,  10 091,81,,,1,6,15
Nicaragua,31,2,57,,,7,,119,269,,,10,39,5,84,,3,2,,45,25,,,,65,,5,122,,,62,,,,2,251,,,,,,,126,139,,,445,,8,,  10 695,,2,935,,3,,14,24,53,,3,69,111,1,  2 428,,,,41,,,2,11,149,,,,,1,299,,,8,,1,,,  1 750,9,,2,24,,  12 300,8,,25,6,10,3,25,,9,190,21,41,27,3,2,,6,,,,5,,1,16,,,1,1,,,1,2,,,,9,,,841,,,,,,,2,,,,3,79,,1,,,13,,,14,,5,,403,,7,228,19,10,5,58,,62,7,,,193,,,3,,,1,,1,,6,94,,2,,2,,2,,,19,3,,458,,,,1,,33,84,9,,1,,,,,,3,1,1,,,,,79,3,71,9,  3 531,,39,2,,159,2,,,15,,1
Panama,6,9,12,,5,11,,1,  1 947,6,13,212,84,0,12,3,32,25,11,208,66,0,12,6,346,1,0,  1 528,19,4,56,1,1,1,6,  1 381,1,,,8,1,1,  1 384,  14 246,215,11,  42 171,4,6,,  5 925,1,77,  2 157,24,4,30,6,4,113,,43,  6 179,  2 041,55,  2 463,,,6,3,1,,1,35,741,8,,,1,44,813,15,4,249,6,20,2,,  1 225,4,4,37,414,,  1 147,45,10,  3 421,104,66,11,70,,850,  1 005,532,285,91,3,8,,5,,1,11,402,,5,30,,36,3,5,1,22,1,,3,,6,1,4,,  3 688,,5,2,16,,60,3,76,3,,2,369,2,38,  9 859,,29,,,59,3,63,,,1,93,  3 276,  1 222,150,195,550,3,307,4,,139,761,,,,9,36,1,3,1,,38,2,20,,1,36,12,27,12,1,3,35,,  2 826,8,128,3,6,,162,280,203,,110,8,,1,,2,92,4,86,,,,4,384,2,  1 541,3,  10 718,2,581,2,,  7 544,45,,2,1,1,
Argentina,13,94,147,,1,13,,,,790,1,386,  1 440,,,17,,11,427,755,8,,,,  345 272,,,  41 330,,1,415,16,,30,,745,33,,,,,,  191 147,  11 804,6,,  2 431,,59,,172,1,  1 387,  1 556,,66,  2 522,19,,345,,6,962,  1 345,334,105,,,69,45,,,1,99,  6 995,,,,,,  8 416,,20,  1 433,23,15,,,135,1,,,58,,93,  1 147,12,138,30,193,52,92,,784,  147 499,17,  4 036,102,,4,,,,398,173,933,,,72,109,551,136,9,,4,,,3,,,,,,  2 040,6,14,,,,298,15,13,3,,,544,,15,127,1,60,,,83,,7,,227,,  550 713,  157 514,82,  8 950,  6 070,107,,  7 321,641,,  1 515,  2 651,,,,,,,,23,,112,,,,,3,,,  1 140,,3,177,7,  94 030,4,,5,7,,287,  1 116,  1 337,,85,  2 096,,,,,48,64,893,,,5,1,  5 393,,  1 327,1,  6 284,,  116 592,,12,  1 745,7,,,,1,2
Bolivia (Plurinational State of),4,9,12,,4,7,,14,  43 524,2,7,126,242,4,12,2,21,12,7,489,  1 610,,,,,,,  22 686,,,26,,2,2,3,  2 821,4,31,,,4,,  7 320,  1 133,26,,  1 841,,2,,212,4,95,630,280,6,148,57,10,91,,9,34,947,48,149,,2,7,6,,,2,81,734,4,,6,,,  2 197,3,,12,,2,,,230,3,,7,11,,347,64,5,198,24,53,7,38,,118,  1 306,4,  2 362,25,4,11,,6,,,2,344,4,2,7,2,9,6,6,7,11,,,5,,,,,,  15 299,,4,2,,,5,,2,,,,21,2,45,128,2,17,,,126,2,55,,151,2,  4 520,  14 173,49,291,52,63,9,945,9,,77,598,2,,2,,4,,,,,13,4,,2,,9,72,18,14,,,29,,  2 536,7,88,,2,,245,621,26,6,11,,,3,,,15,9,16,2,,,4,201,2,725,4,  5 375,,703,9,4,767,4,,,2,6,10
Brazil,57,,184,,11,  6 453,,,  29 107,53,,590,  2 341,,15,26,45,28,8,  1 696,5,26,,,  38 870,69,,,,142,239,25,21,27,140,  1 589,  1 196,,,12,,,  15 454,  19 424,,,  6 860,,79,,387,332,573,  2 080,,,447,145,97,494,,20,313,  1 732,  3 120,229,55,,182,10,,,,516,  9 573,708,,31,,64,  16 264,62,,  1 542,,26,,,292,57,946,  1 899,54,,126,  1 528,483,882,730,536,511,0,,  2 014,  37 217,138,  49 127,  1 056,24,46,85,20,,5,141,  12 354,,35,96,16,632,54,36,10,121,9,6,28,,,,,,  2 683,,126,,22,,508,  1 427,12,48,,50,  3 328,,273,368,13,  1 120,,,574,19,258,20,521,,  39 306,  15 041,357,  3 487,  138 166,,,  8 589,,,  1 708,  1 389,13,,30,146,,29,,34,58,328,186,433,29,6,115,,212,176,,,  1 589,20,  30 779,41,,17,273,,635,  2 989,  2 064,7,461,38,49,9,,,188,80,362,22,,,65,735,32,  4 954,87,  23 545,,  24 082,26,,  2 873,128,,,,,102
Chile,18,29,51,,10,64,18,14,  61 873,12,5,  1 146,614,3,1,3,7,5,7,971,3,1,6,5,  25 143,13,6,  10 065,0,0,107,1,1,5,7,  2 125,1,,1,3,20,,,  5 208,60,10,  14 401,1,14,3,534,10,440,  3 505,5,14,169,7,15,268,0,33,319,  19 963,93,268,3,3,51,6,3,3,10,155,  3 643,3,7,6,3,3,  6 714,8,6,224,6,6,8,5,259,5,3,18,53,3,275,380,13,635,100,94,27,149,,622,  4 344,25,938,98,9,22,,10,5,1,40,235,12,6,26,3,21,18,10,3,29,1,103,18,,6,1,3,1,  1 997,1,10,1,,1,100,54,1,7,9,10,753,5,165,275,12,23,6,8,393,6,185,3,592,5,  1 408,  138 525,231,511,289,213,31,  1 232,10,3,415,680,6,386,14,70,3,6,,3,13,21,7,,,1,68,,60,47,0,13,  11 286,3,  10 157,9,810,2,3,3,  1 444,  1 189,352,3,42,468,,22,,317,12,19,296,3,3,,3,185,6,  10 019,10,  9 261,1,  2 629,5,1,  4 745,12,1,5,,6,12
Colombia,108,46,24,1,43,50,39,37,  2 986,15,287,205,195,18,9,7,2,11,12,406,7,,8,3,764,6,6,  2 181,6,6,79,2,1,8,10,919,8,9,16,7,6,,  1 889,  1 901,33,18,,1,12,1,986,3,53,  1 699,85,5,37,187,12,85,1,46,359,  13 284,131,358,3,8,20,10,,,1,44,  1 924,7,2,,1,5,  2 204,9,10,109,2,5,1,1,429,5,6,18,108,,329,131,11,134,78,110,21,122,,437,  2 621,56,674,167,5,15,,24,1,9,18,  1 095,1,14,3,2,42,21,5,8,11,2,2,7,2,2,1,2,,  2 664,3,3,6,,,66,9,5,,1,,329,18,48,535,,43,,,77,6,39,5,  1 929,1,202,  4 708,90,238,107,516,,256,3,3,207,628,5,3,12,9,6,,6,8,3,66,12,,,1,8,21,10,27,8,,50,,  6 188,8,6,,6,1,170,634,127,1,8,3,1,6,,,35,11,44,2,,,14,211,38,  1 155,8,  17 587,5,406,12,194,  43 511,10,,2,4,,9
Ecuador,74,96,64,,,58,,,  7 130,51,,495,723,3,64,,6,16,16,  1 131,6,3,10,,  2 018,13,6,  3 506,,,257,6,,26,61,  3 091,,,,3,,,  14 971,  3 866,132,10,  164 154,,35,,  1 237,3,109,  3 956,13,10,418,643,3,241,,16,469,,112,691,,,16,6,10,71,,170,  2 988,,,,45,,  5 816,51,,96,,10,,,569,13,10,26,129,,620,286,26,302,87,254,48,263,,688,  5 077,51,970,96,3,29,,19,,10,22,585,,32,16,,19,35,13,,48,3,3,29,,3,,,,  2 982,3,,10,,,64,,10,3,3,3,  1 096,3,151,521,13,67,6,,312,10,71,3,  1 272,3,321,  18 091,167,415,485,662,,  1 070,13,,402,  1 973,10,,3,13,,,,,,119,,,,10,35,,67,32,,,164,3,  9 868,13,132,3,26,3,463,  2 593,87,,10,116,,3,,,61,19,29,10,3,,3,530,6,  2 850,,  35 382,3,  1 266,13,,  11 751,64,,,3,6,6
Falkland Islands (Malvinas),,,,,,,,,29,,,38,1,,,,,,,1,,,,,,,,8,,,,,,,,11,,,,,,,75,1,1,,,,,,1,,1,,3,1,,,,2,,,,,,,,,,,,,,,3,,,,,,11,,,1,,,,,,,,1,,,1,,1,2,,1,,6,,,1,1,1,,,2,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,4,,24,,,,,,,1,,,,,,6,14,2,,,,2,,,,14,,486,,,,,,,,,,,2,,1,,,,,,6,,3,1,,,,,2,,,,,,,,,,,,,,,,1,,1,  1 063,1,17,,4,,,,1,,,,8,1
French Guiana,,,86,,,,,,,,,,,,,,,,,134,,,,,,,,  16 762,,,,,,,,,,,,,,,,  1 072,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,,,  21 615,,,,,,,,,,,,  2 087,,,,,  3 162,  16 353,,,,,,,,,,,,122,,,,,,,,,827,,,,,,,,,,,,,,,,  4 568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,365,,,,,,  1 294,,,,,,,,,,,,,,,,,,,,,,,  26 489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,17,,,,,,,14,,,241,,,,,,,,,,  1 917,10,,,,,,,359,,,,,,,,  1 032,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,197,,330,,,,,,,,,,,,,,,,,,,,,  4 126,,,,,,,,,,,,790,,,,,,,,,516,,  1 127,3,,,,  1 885,,,,,,
Paraguay,,,,,,,,,  74 265,,,27,143,,1,,,1,,118,,,,,  1 276,,,  80 327,,,,,,,,  1 053,,,,,,,  2 495,763,,,322,,,,46,,,249,,,38,,,21,,,16,92,,46,,,,,,,,,410,,,,,,  1 897,,,14,,,,,38,,,6,1,,36,,,123,,26,2,,,21,502,2,  2 250,14,,,,,,,,562,,,,,,,,,,,,,,,,,,  1 658,,,,,,,,,,,,45,,15,26,,,,,16,,16,,44,,,  1 649,26,318,43,38,,  2 596,,,,567,,,,,,,,,,11,,,,,,,,,,,157,,  1 018,,,,5,,32,279,43,,,,,,,,1,,5,,,,,153,,168,,  1 949,,  3 500,,,147,,,,,,
Peru,6,7,21,,6,16,,23,  11 807,1,,615,206,5,5,5,3,3,6,640,3,,,3,  5 952,10,1,  5 055,,8,72,8,3,1,11,  1 274,1,,,,2,,  7 469,  4 250,,,  6 174,3,9,,352,3,97,942,,1,96,92,1,255,1,5,191,  4 150,23,114,9,,18,8,,,1,74,  2 402,37,,1,2,7,  3 044,7,,62,,7,,,171,2,6,11,53,1,174,69,16,216,46,61,21,221,,529,  3 480,6,  3 489,44,1,8,1,6,,2,10,73,,5,5,6,6,16,5,2,47,1,3,24,2,,7,,,  1 552,1,2,2,,,43,3,1,1,34,1,707,,99,169,2,14,,,112,1,76,,361,7,569,,336,207,136,144,1,694,6,,1,193,655,,2,8,,25,2,2,2,36,1,,1,5,11,,1,32,,7,122,1,  5 278,25,,0,5,1,295,812,12,3,24,129,,3,,1,8,6,56,1,,,3,251,8,  1 725,7,  10 245,,638,1,,  3 367,5,,,7,3,12
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 782,,,,,,,,,,,,,,,,  4 258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 144,,,,,,,,,,,,,,,,,  10 922,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  10 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,
Uruguay,,,,,,,,,  22 275,,,,,,,,,,,,,,,,,,,  10 797,,,,,,,,306,,,,,,,  1 406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,  1 018,,,,,,,,,,,,,,,,,,,,,,,,  11 049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,  1 459,  1 110,,  1 045,502,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,  16 053,,,,,,,,,,,,,,,,,,,,,,,,,246,,  2 217,,,,,523,,,,,,
Venezuela (Bolivarian Republic of),13,15,75,,5,148,,2,  7 862,27,382,117,668,,7,,5,20,,321,16,,,,  1 574,19,,  4 688,,,112,,,,4,893,4,56,,,,,  12 460,  10 600,451,,  785 986,,5,,923,6,323,  9 015,622,12,296,36,7,114,,2,  11 884,  28 658,163,806,7,22,41,28,,,,57,  3 045,23,,2,,10,  3 377,26,,603,,145,2,,349,2,,  7 012,  1 510,,241,808,3,203,47,81,62,48,3,402,  41 242,82,308,174,,7,,56,,2,110,  5 945,,,108,,116,4,6,,27,,2,3,,34,,,,  2 989,,3,,214,,830,42,,,,,545,,14,  1 642,,83,,,71,,11,,730,2,179,  36 347,127,717,  44 210,360,,218,,,688,530,7,,4,8,,95,,,,  1 246,11,654,,2,14,128,19,81,,2,58,4,  61 010,2,378,3,40,3,97,535,  12 300,,55,6,3,,,,  2 271,11,103,,,,4,166,7,  1 436,4,  8 939,,  3 873,,,,9,,,,2,12
Bermuda,,,,,,,,,,,,68,32,,,,,,,23,,,,,,,,,,,,,,,,  2 272,,,,,,,,346,,,,,,,,,,30,,,,,,36,,,21,,,,,,,,,,,,144,,,,,,246,124,,105,,,,,,,,101,  1 658,,,,,522,,,,101,,74,72,601,665,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,37,,,,,,406,33,  1 600,,,,,,26,,,,,,,,,,,,,,,,,,,,,,258,,129,,,,,,,124,,,,,,,,,67,,143,,82,,,,,  4 008,,  3 481,,,,,,,,,,,
